source,num_years,start_year,end_year,derived,derived_details,geography,geography_id_name,geography_id,geography_name,demographic_category,demographic_category_label,min_age,max_age,unit,estimate,se,moe,cv,reliable,upper_ci,lower_ci,acs_table,acs_code,acs_label,acs_concept,pums_variables,overall_segment,reporting_segment,row_identifier,data_as_of,data_loaded_at,tract_name
acs5,5,2015,2020,FALSE,from acs table,tract,GEOID,6075035201,Census Tract 352.01,race,American Indian and Alaska Native alone: Not Hispanic or Latino,0,120,population count,11,10.3343465,17,0.939486046,FALSE,28,-6,B03002,5,Estimate!!Total:!!Not Hispanic or Latino!!American Indian and Alaska Native alone,HISPANIC OR LATINO ORIGIN BY RACE,N/A,acs5 population count data from 2015 to 2020 at the tract level  by race (from census table B03002),from census table B03002,acs5 population count data from 2015 to 2020 at the tract level  by race (from census table B03002) includes American Indian and Alaska Native alone: Not Hispanic or Latino in Census Tract 352.01,9/1/2022 12:17,9/1/2022 12:52,
acs5,5,2015,2020,FALSE,from acs table,tract,GEOID,6075035202,Census Tract 352.02,race,American Indian and Alaska Native alone: Not Hispanic or Latino,0,120,population count,33,29.17933131,48,0.884222161,FALSE,81,-15,B03002,5,Estimate!!Total:!!Not Hispanic or Latino!!American Indian and Alaska Native alone,HISPANIC OR LATINO ORIGIN BY RACE,N/A,acs5 population count data from 2015 to 2020 at the tract level  by race (from census table B03002),from census table B03002,acs5 population count data from 2015 to 2020 at the tract level  by race (from census table B03002) includes American Indian and Alaska Native alone: Not Hispanic or Latino in Census Tract 352.02,9/1/2022 12:17,9/1/2022 12:52,
acs5,5,2015,2020,FALSE,from acs table,tract,GEOID,6075035300,Census Tract 353,race,American Indian and Alaska Native alone: Not Hispanic or Latino,0,120,population count,0,11.55015198,19,,TRUE,19,-19,B03002,5,Estimate!!Total:!!Not Hispanic or Latino!!American Indian and Alaska Native alone,HISPANIC OR LATINO ORIGIN BY RACE,N/A,acs5 population count data from 2015 to 2020 at the tract level  by race (from census table B03002),from census table B03002,acs5 population count data from 2015 to 2020 at the tract level  by race (from census table B03002) includes American Indian and Alaska Native alone: Not Hispanic or Latino in Census Tract 353,9/1/2022 12:17,9/1/2022 12:52,
acs5,5,2015,2020,FALSE,from acs table,tract,GEOID,6075035400,Census Tract 354,race,American Indian and Alaska Native alone: Not Hispanic or Latino,0,120,population count,0,11.55015198,19,,TRUE,19,-19,B03002,5,Estimate!!Total:!!Not Hispanic or Latino!!American Indian and Alaska Native alone,HISPANIC OR LATINO ORIGIN BY RACE,N/A,acs5 population count data from 2015 to 2020 at the tract level  by race (from census table B03002),from census table B03002,acs5 population count data from 2015 to 2020 at the tract level  by race (from census table B03002) includes American Indian and Alaska Native alone: Not Hispanic or Latino in Census Tract 354,9/1/2022 12:17,9/1/2022 12:52,
acs5,5,2015,2020,FALSE,from acs table,tract,GEOID,6075040100,Census Tract 401,race,American Indian and Alaska Native alone: Not Hispanic or Latino,0,120,population count,0,7.902735562,13,,TRUE,13,-13,B03002,5,Estimate!!Total:!!Not Hispanic or Latino!!American Indian and Alaska Native alone,HISPANIC OR LATINO ORIGIN BY RACE,N/A,acs5 population count data from 2015 to 2020 at the tract level  by race (from census table B03002),from census table B03002,acs5 population count data from 2015 to 2020 at the tract level  by race (from census table B03002) includes American Indian and Alaska Native alone: Not Hispanic or Latino in Census Tract 401,9/1/2022 12:17,9/1/2022 12:52,
acs5,5,2015,2020,FALSE,from acs table,tract,GEOID,6075040200,Census Tract 402,race,American Indian and Alaska Native alone: Not Hispanic or Latino,0,120,population count,0,11.55015198,19,,TRUE,19,-19,B03002,5,Estimate!!Total:!!Not Hispanic or Latino!!American Indian and Alaska Native alone,HISPANIC OR LATINO ORIGIN BY RACE,N/A,acs5 population count data from 2015 to 2020 at the tract level  by race (from census table B03002),from census table B03002,acs5 population count data from 2015 to 2020 at the tract level  by race (from census table B03002) includes American Indian and Alaska Native alone: Not Hispanic or Latino in Census Tract 402,9/1/2022 12:17,9/1/2022 12:52,
acs5,5,2015,2020,FALSE,from acs table,tract,GEOID,6075042601,Census Tract 426.01,race,American Indian and Alaska Native alone: Not Hispanic or Latino,0,120,population count,5,4.863221884,8,0.972644377,FALSE,13,-3,B03002,5,Estimate!!Total:!!Not Hispanic or Latino!!American Indian and Alaska Native alone,HISPANIC OR LATINO ORIGIN BY RACE,N/A,acs5 population count data from 2015 to 2020 at the tract level  by race (from census table B03002),from census table B03002,acs5 population count data from 2015 to 2020 at the tract level  by race (from census table B03002) includes American Indian and Alaska Native alone: Not Hispanic or Latino in Census Tract 426.01,9/1/2022 12:17,9/1/2022 12:52,
acs5,5,2015,2020,FALSE,from acs table,tract,GEOID,6075042602,Census Tract 426.02,race,American Indian and Alaska Native alone: Not Hispanic or Latino,0,120,population count,0,7.902735562,13,,TRUE,13,-13,B03002,5,Estimate!!Total:!!Not Hispanic or Latino!!American Indian and Alaska Native alone,HISPANIC OR LATINO ORIGIN BY RACE,N/A,acs5 population count data from 2015 to 2020 at the tract level  by race (from census table B03002),from census table B03002,acs5 population count data from 2015 to 2020 at the tract level  by race (from census table B03002) includes American Indian and Alaska Native alone: Not Hispanic or Latino in Census Tract 426.02,9/1/2022 12:17,9/1/2022 12:52,
acs5,5,2015,2020,FALSE,from acs table,tract,GEOID,6075042700,Census Tract 427,race,American Indian and Alaska Native alone: Not Hispanic or Latino,0,120,population count,0,11.55015198,19,,TRUE,19,-19,B03002,5,Estimate!!Total:!!Not Hispanic or Latino!!American Indian and Alaska Native alone,HISPANIC OR LATINO ORIGIN BY RACE,N/A,acs5 population count data from 2015 to 2020 at the tract level  by race (from census table B03002),from census table B03002,acs5 population count data from 2015 to 2020 at the tract level  by race (from census table B03002) includes American Indian and Alaska Native alone: Not Hispanic or Latino in Census Tract 427,9/1/2022 12:17,9/1/2022 12:52,
acs5,5,2015,2020,FALSE,from acs table,tract,GEOID,6075042800,Census Tract 428,race,American Indian and Alaska Native alone: Not Hispanic or Latino,0,120,population count,0,7.902735562,13,,TRUE,13,-13,B03002,5,Estimate!!Total:!!Not Hispanic or Latino!!American Indian and Alaska Native alone,HISPANIC OR LATINO ORIGIN BY RACE,N/A,acs5 population count data from 2015 to 2020 at the tract level  by race (from census table B03002),from census table B03002,acs5 population count data from 2015 to 2020 at the tract level  by race (from census table B03002) includes American Indian and Alaska Native alone: Not Hispanic or Latino in Census Tract 428,9/1/2022 12:17,9/1/2022 12:52,
acs5,5,2015,2020,FALSE,from acs table,tract,GEOID,6075045100,Census Tract 451,race,American Indian and Alaska Native alone: Not Hispanic or Latino,0,120,population count,36,41.33738602,68,1.148260723,FALSE,104,-32,B03002,5,Estimate!!Total:!!Not Hispanic or Latino!!American Indian and Alaska Native alone,HISPANIC OR LATINO ORIGIN BY RACE,N/A,acs5 population count data from 2015 to 2020 at the tract level  by race (from census table B03002),from census table B03002,acs5 population count data from 2015 to 2020 at the tract level  by race (from census table B03002) includes American Indian and Alaska Native alone: Not Hispanic or Latino in Census Tract 451,9/1/2022 12:17,9/1/2022 12:52,
acs5,5,2015,2020,FALSE,from acs table,tract,GEOID,6075045201,Census Tract 452,race,American Indian and Alaska Native alone: Not Hispanic or Latino,0,120,population count,0,7.902735562,13,,TRUE,13,-13,B03002,5,Estimate!!Total:!!Not Hispanic or Latino!!American Indian and Alaska Native alone,HISPANIC OR LATINO ORIGIN BY RACE,N/A,acs5 population count data from 2015 to 2020 at the tract level  by race (from census table B03002),from census table B03002,acs5 population count data from 2015 to 2020 at the tract level  by race (from census table B03002) includes American Indian and Alaska Native alone: Not Hispanic or Latino in Census Tract 452,9/1/2022 12:17,9/1/2022 12:52,
acs5,5,2015,2020,FALSE,from acs table,tract,GEOID,6075045202,Census Tract 452.02,race,American Indian and Alaska Native alone: Not Hispanic or Latino,0,120,population count,0,7.902735562,13,,TRUE,13,-13,B03002,5,Estimate!!Total:!!Not Hispanic or Latino!!American Indian and Alaska Native alone,HISPANIC OR LATINO ORIGIN BY RACE,N/A,acs5 population count data from 2015 to 2020 at the tract level  by race (from census table B03002),from census table B03002,acs5 population count data from 2015 to 2020 at the tract level  by race (from census table B03002) includes American Indian and Alaska Native alone: Not Hispanic or Latino in Census Tract 452.02,9/1/2022 12:17,9/1/2022 12:52,
acs5,5,2015,2020,FALSE,from acs table,tract,GEOID,6075047600,Census Tract 476,race,American Indian and Alaska Native alone: Not Hispanic or Latino,0,120,population count,0,11.55015198,19,,TRUE,19,-19,B03002,5,Estimate!!Total:!!Not Hispanic or Latino!!American Indian and Alaska Native alone,HISPANIC OR LATINO ORIGIN BY RACE,N/A,acs5 population count data from 2015 to 2020 at the tract level  by race (from census table B03002),from census table B03002,acs5 population count data from 2015 to 2020 at the tract level  by race (from census table B03002) includes American Indian and Alaska Native alone: Not Hispanic or Latino in Census Tract 476,9/1/2022 12:17,9/1/2022 12:52,
acs5,5,2015,2020,FALSE,from acs table,tract,GEOID,6075047701,Census Tract 477.01,race,American Indian and Alaska Native alone: Not Hispanic or Latino,0,120,population count,0,7.902735562,13,,TRUE,13,-13,B03002,5,Estimate!!Total:!!Not Hispanic or Latino!!American Indian and Alaska Native alone,HISPANIC OR LATINO ORIGIN BY RACE,N/A,acs5 population count data from 2015 to 2020 at the tract level  by race (from census table B03002),from census table B03002,acs5 population count data from 2015 to 2020 at the tract level  by race (from census table B03002) includes American Indian and Alaska Native alone: Not Hispanic or Latino in Census Tract 477.01,9/1/2022 12:17,9/1/2022 12:52,
acs5,5,2015,2020,FALSE,from acs table,tract,GEOID,6075047702,Census Tract 477.02,race,American Indian and Alaska Native alone: Not Hispanic or Latino,0,120,population count,0,7.902735562,13,,TRUE,13,-13,B03002,5,Estimate!!Total:!!Not Hispanic or Latino!!American Indian and Alaska Native alone,HISPANIC OR LATINO ORIGIN BY RACE,N/A,acs5 population count data from 2015 to 2020 at the tract level  by race (from census table B03002),from census table B03002,acs5 population count data from 2015 to 2020 at the tract level  by race (from census table B03002) includes American Indian and Alaska Native alone: Not Hispanic or Latino in Census Tract 477.02,9/1/2022 12:17,9/1/2022 12:52,
acs5,5,2015,2020,FALSE,from acs table,tract,GEOID,6075047801,Census Tract 478.01,race,American Indian and Alaska Native alone: Not Hispanic or Latino,0,120,population count,0,7.902735562,13,,TRUE,13,-13,B03002,5,Estimate!!Total:!!Not Hispanic or Latino!!American Indian and Alaska Native alone,HISPANIC OR LATINO ORIGIN BY RACE,N/A,acs5 population count data from 2015 to 2020 at the tract level  by race (from census table B03002),from census table B03002,acs5 population count data from 2015 to 2020 at the tract level  by race (from census table B03002) includes American Indian and Alaska Native alone: Not Hispanic or Latino in Census Tract 478.01,9/1/2022 12:17,9/1/2022 12:52,
acs5,5,2015,2020,FALSE,from acs table,tract,GEOID,6075047802,Census Tract 478.02,race,American Indian and Alaska Native alone: Not Hispanic or Latino,0,120,population count,0,7.902735562,13,,TRUE,13,-13,B03002,5,Estimate!!Total:!!Not Hispanic or Latino!!American Indian and Alaska Native alone,HISPANIC OR LATINO ORIGIN BY RACE,N/A,acs5 population count data from 2015 to 2020 at the tract level  by race (from census table B03002),from census table B03002,acs5 population count data from 2015 to 2020 at the tract level  by race (from census table B03002) includes American Indian and Alaska Native alone: Not Hispanic or Latino in Census Tract 478.02,9/1/2022 12:17,9/1/2022 12:52,
acs5,5,2015,2020,FALSE,from acs table,tract,GEOID,6075047902,Census Tract 479.02,race,American Indian and Alaska Native alone: Not Hispanic or Latino,0,120,population count,0,7.902735562,13,,TRUE,13,-13,B03002,5,Estimate!!Total:!!Not Hispanic or Latino!!American Indian and Alaska Native alone,HISPANIC OR LATINO ORIGIN BY RACE,N/A,acs5 population count data from 2015 to 2020 at the tract level  by race (from census table B03002),from census table B03002,acs5 population count data from 2015 to 2020 at the tract level  by race (from census table B03002) includes American Indian and Alaska Native alone: Not Hispanic or Latino in Census Tract 479.02,9/1/2022 12:17,9/1/2022 12:52,
acs5,5,2015,2020,FALSE,from acs table,tract,GEOID,6075047903,Census Tract 479.03,race,American Indian and Alaska Native alone: Not Hispanic or Latino,0,120,population count,0,7.902735562,13,,TRUE,13,-13,B03002,5,Estimate!!Total:!!Not Hispanic or Latino!!American Indian and Alaska Native alone,HISPANIC OR LATINO ORIGIN BY RACE,N/A,acs5 population count data from 2015 to 2020 at the tract level  by race (from census table B03002),from census table B03002,acs5 population count data from 2015 to 2020 at the tract level  by race (from census table B03002) includes American Indian and Alaska Native alone: Not Hispanic or Latino in Census Tract 479.03,9/1/2022 12:17,9/1/2022 12:52,
acs5,5,2015,2020,FALSE,from acs table,tract,GEOID,6075047904,Census Tract 479.04,race,American Indian and Alaska Native alone: Not Hispanic or Latino,0,120,population count,0,7.902735562,13,,TRUE,13,-13,B03002,5,Estimate!!Total:!!Not Hispanic or Latino!!American Indian and Alaska Native alone,HISPANIC OR LATINO ORIGIN BY RACE,N/A,acs5 population count data from 2015 to 2020 at the tract level  by race (from census table B03002),from census table B03002,acs5 population count data from 2015 to 2020 at the tract level  by race (from census table B03002) includes American Indian and Alaska Native alone: Not Hispanic or Latino in Census Tract 479.04,9/1/2022 12:17,9/1/2022 12:52,
acs5,5,2015,2020,FALSE,from acs table,tract,GEOID,6075060100,Census Tract 601,race,American Indian and Alaska Native alone: Not Hispanic or Latino,0,120,population count,58,52.27963526,86,0.901373022,FALSE,144,-28,B03002,5,Estimate!!Total:!!Not Hispanic or Latino!!American Indian and Alaska Native alone,HISPANIC OR LATINO ORIGIN BY RACE,N/A,acs5 population count data from 2015 to 2020 at the tract level  by race (from census table B03002),from census table B03002,acs5 population count data from 2015 to 2020 at the tract level  by race (from census table B03002) includes American Indian and Alaska Native alone: Not Hispanic or Latino in Census Tract 601,9/1/2022 12:17,9/1/2022 12:52,
acs5,5,2015,2020,FALSE,from acs table,tract,GEOID,6075060400,Census Tract 604,race,American Indian and Alaska Native alone: Not Hispanic or Latino,0,120,population count,8,8.510638298,14,1.063829787,FALSE,22,-6,B03002,5,Estimate!!Total:!!Not Hispanic or Latino!!American Indian and Alaska Native alone,HISPANIC OR LATINO ORIGIN BY RACE,N/A,acs5 population count data from 2015 to 2020 at the tract level  by race (from census table B03002),from census table B03002,acs5 population count data from 2015 to 2020 at the tract level  by race (from census table B03002) includes American Indian and Alaska Native alone: Not Hispanic or Latino in Census Tract 604,9/1/2022 12:17,9/1/2022 12:52,
acs5,5,2015,2020,FALSE,from acs table,tract,GEOID,6075060502,Census Tract 605.02,race,American Indian and Alaska Native alone: Not Hispanic or Latino,0,120,population count,0,7.902735562,13,,TRUE,13,-13,B03002,5,Estimate!!Total:!!Not Hispanic or Latino!!American Indian and Alaska Native alone,HISPANIC OR LATINO ORIGIN BY RACE,N/A,acs5 population count data from 2015 to 2020 at the tract level  by race (from census table B03002),from census table B03002,acs5 population count data from 2015 to 2020 at the tract level  by race (from census table B03002) includes American Indian and Alaska Native alone: Not Hispanic or Latino in Census Tract 605.02,9/1/2022 12:17,9/1/2022 12:52,
acs5,5,2015,2020,FALSE,from acs table,tract,GEOID,6075060701,Census Tract 607,race,American Indian and Alaska Native alone: Not Hispanic or Latino,0,120,population count,0,11.55015198,19,,TRUE,19,-19,B03002,5,Estimate!!Total:!!Not Hispanic or Latino!!American Indian and Alaska Native alone,HISPANIC OR LATINO ORIGIN BY RACE,N/A,acs5 population count data from 2015 to 2020 at the tract level  by race (from census table B03002),from census table B03002,acs5 population count data from 2015 to 2020 at the tract level  by race (from census table B03002) includes American Indian and Alaska Native alone: Not Hispanic or Latino in Census Tract 607,9/1/2022 12:17,9/1/2022 12:52,
acs5,5,2015,2020,FALSE,from acs table,tract,GEOID,6075060702,Census Tract 607.02,race,American Indian and Alaska Native alone: Not Hispanic or Latino,0,120,population count,0,7.902735562,13,,TRUE,13,-13,B03002,5,Estimate!!Total:!!Not Hispanic or Latino!!American Indian and Alaska Native alone,HISPANIC OR LATINO ORIGIN BY RACE,N/A,acs5 population count data from 2015 to 2020 at the tract level  by race (from census table B03002),from census table B03002,acs5 population count data from 2015 to 2020 at the tract level  by race (from census table B03002) includes American Indian and Alaska Native alone: Not Hispanic or Latino in Census Tract 607.02,9/1/2022 12:17,9/1/2022 12:52,
acs5,5,2015,2020,FALSE,from acs table,tract,GEOID,6075060703,Census Tract 607.03,race,American Indian and Alaska Native alone: Not Hispanic or Latino,0,120,population count,0,11.55015198,19,,TRUE,19,-19,B03002,5,Estimate!!Total:!!Not Hispanic or Latino!!American Indian and Alaska Native alone,HISPANIC OR LATINO ORIGIN BY RACE,N/A,acs5 population count data from 2015 to 2020 at the tract level  by race (from census table B03002),from census table B03002,acs5 population count data from 2015 to 2020 at the tract level  by race (from census table B03002) includes American Indian and Alaska Native alone: Not Hispanic or Latino in Census Tract 607.03,9/1/2022 12:17,9/1/2022 12:52,
acs5,5,2015,2020,FALSE,from acs table,tract,GEOID,6075061000,Census Tract 610,race,American Indian and Alaska Native alone: Not Hispanic or Latino,0,120,population count,0,11.55015198,19,,TRUE,19,-19,B03002,5,Estimate!!Total:!!Not Hispanic or Latino!!American Indian and Alaska Native alone,HISPANIC OR LATINO ORIGIN BY RACE,N/A,acs5 population count data from 2015 to 2020 at the tract level  by race (from census table B03002),from census table B03002,acs5 population count data from 2015 to 2020 at the tract level  by race (from census table B03002) includes American Indian and Alaska Native alone: Not Hispanic or Latino in Census Tract 610,9/1/2022 12:17,9/1/2022 12:52,
acs5,5,2015,2020,FALSE,from acs table,tract,GEOID,6075061101,Census Tract 611,race,American Indian and Alaska Native alone: Not Hispanic or Latino,0,120,population count,0,7.902735562,13,,TRUE,13,-13,B03002,5,Estimate!!Total:!!Not Hispanic or Latino!!American Indian and Alaska Native alone,HISPANIC OR LATINO ORIGIN BY RACE,N/A,acs5 population count data from 2015 to 2020 at the tract level  by race (from census table B03002),from census table B03002,acs5 population count data from 2015 to 2020 at the tract level  by race (from census table B03002) includes American Indian and Alaska Native alone: Not Hispanic or Latino in Census Tract 611,9/1/2022 12:17,9/1/2022 12:52,
acs5,5,2015,2020,FALSE,from acs table,tract,GEOID,6075061102,Census Tract 611.02,race,American Indian and Alaska Native alone: Not Hispanic or Latino,0,120,population count,49,43.76899696,72,0.893244836,FALSE,121,-23,B03002,5,Estimate!!Total:!!Not Hispanic or Latino!!American Indian and Alaska Native alone,HISPANIC OR LATINO ORIGIN BY RACE,N/A,acs5 population count data from 2015 to 2020 at the tract level  by race (from census table B03002),from census table B03002,acs5 population count data from 2015 to 2020 at the tract level  by race (from census table B03002) includes American Indian and Alaska Native alone: Not Hispanic or Latino in Census Tract 611.02,9/1/2022 12:17,9/1/2022 12:52,
acs5,5,2015,2020,FALSE,from acs table,tract,GEOID,6075061200,Census Tract 612,race,American Indian and Alaska Native alone: Not Hispanic or Latino,0,120,population count,24,33.43465046,55,1.393110436,FALSE,79,-31,B03002,5,Estimate!!Total:!!Not Hispanic or Latino!!American Indian and Alaska Native alone,HISPANIC OR LATINO ORIGIN BY RACE,N/A,acs5 population count data from 2015 to 2020 at the tract level  by race (from census table B03002),from census table B03002,acs5 population count data from 2015 to 2020 at the tract level  by race (from census table B03002) includes American Indian and Alaska Native alone: Not Hispanic or Latino in Census Tract 612,9/1/2022 12:17,9/1/2022 12:52,
acs5,5,2015,2020,FALSE,from acs table,tract,GEOID,6075061401,Census Tract 614,race,American Indian and Alaska Native alone: Not Hispanic or Latino,0,120,population count,0,7.902735562,13,,TRUE,13,-13,B03002,5,Estimate!!Total:!!Not Hispanic or Latino!!American Indian and Alaska Native alone,HISPANIC OR LATINO ORIGIN BY RACE,N/A,acs5 population count data from 2015 to 2020 at the tract level  by race (from census table B03002),from census table B03002,acs5 population count data from 2015 to 2020 at the tract level  by race (from census table B03002) includes American Indian and Alaska Native alone: Not Hispanic or Latino in Census Tract 614,9/1/2022 12:17,9/1/2022 12:52,
acs5,5,2015,2020,FALSE,from acs table,tract,GEOID,6075061402,Census Tract 614.02,race,American Indian and Alaska Native alone: Not Hispanic or Latino,0,120,population count,0,7.902735562,13,,TRUE,13,-13,B03002,5,Estimate!!Total:!!Not Hispanic or Latino!!American Indian and Alaska Native alone,HISPANIC OR LATINO ORIGIN BY RACE,N/A,acs5 population count data from 2015 to 2020 at the tract level  by race (from census table B03002),from census table B03002,acs5 population count data from 2015 to 2020 at the tract level  by race (from census table B03002) includes American Indian and Alaska Native alone: Not Hispanic or Latino in Census Tract 614.02,9/1/2022 12:17,9/1/2022 12:52,
acs5,5,2015,2020,FALSE,from acs table,tract,GEOID,6075061501,Census Tract 615,race,American Indian and Alaska Native alone: Not Hispanic or Latino,0,120,population count,0,7.902735562,13,,TRUE,13,-13,B03002,5,Estimate!!Total:!!Not Hispanic or Latino!!American Indian and Alaska Native alone,HISPANIC OR LATINO ORIGIN BY RACE,N/A,acs5 population count data from 2015 to 2020 at the tract level  by race (from census table B03002),from census table B03002,acs5 population count data from 2015 to 2020 at the tract level  by race (from census table B03002) includes American Indian and Alaska Native alone: Not Hispanic or Latino in Census Tract 615,9/1/2022 12:17,9/1/2022 12:52,
acs5,5,2015,2020,FALSE,from acs table,tract,GEOID,6075061502,Census Tract 615.02,race,American Indian and Alaska Native alone: Not Hispanic or Latino,0,120,population count,0,7.902735562,13,,TRUE,13,-13,B03002,5,Estimate!!Total:!!Not Hispanic or Latino!!American Indian and Alaska Native alone,HISPANIC OR LATINO ORIGIN BY RACE,N/A,acs5 population count data from 2015 to 2020 at the tract level  by race (from census table B03002),from census table B03002,acs5 population count data from 2015 to 2020 at the tract level  by race (from census table B03002) includes American Indian and Alaska Native alone: Not Hispanic or Latino in Census Tract 615.02,9/1/2022 12:17,9/1/2022 12:52,
acs5,5,2015,2020,FALSE,from acs table,tract,GEOID,6075061503,Census Tract 615.03,race,American Indian and Alaska Native alone: Not Hispanic or Latino,0,120,population count,0,7.902735562,13,,TRUE,13,-13,B03002,5,Estimate!!Total:!!Not Hispanic or Latino!!American Indian and Alaska Native alone,HISPANIC OR LATINO ORIGIN BY RACE,N/A,acs5 population count data from 2015 to 2020 at the tract level  by race (from census table B03002),from census table B03002,acs5 population count data from 2015 to 2020 at the tract level  by race (from census table B03002) includes American Indian and Alaska Native alone: Not Hispanic or Latino in Census Tract 615.03,9/1/2022 12:17,9/1/2022 12:52,
acs5,5,2015,2020,FALSE,from acs table,tract,GEOID,6075061504,Census Tract 615.04,race,American Indian and Alaska Native alone: Not Hispanic or Latino,0,120,population count,0,7.902735562,13,,TRUE,13,-13,B03002,5,Estimate!!Total:!!Not Hispanic or Latino!!American Indian and Alaska Native alone,HISPANIC OR LATINO ORIGIN BY RACE,N/A,acs5 population count data from 2015 to 2020 at the tract level  by race (from census table B03002),from census table B03002,acs5 population count data from 2015 to 2020 at the tract level  by race (from census table B03002) includes American Indian and Alaska Native alone: Not Hispanic or Latino in Census Tract 615.04,9/1/2022 12:17,9/1/2022 12:52,
acs5,5,2015,2020,FALSE,from acs table,tract,GEOID,6075061505,Census Tract 615.05,race,American Indian and Alaska Native alone: Not Hispanic or Latino,0,120,population count,0,7.902735562,13,,TRUE,13,-13,B03002,5,Estimate!!Total:!!Not Hispanic or Latino!!American Indian and Alaska Native alone,HISPANIC OR LATINO ORIGIN BY RACE,N/A,acs5 population count data from 2015 to 2020 at the tract level  by race (from census table B03002),from census table B03002,acs5 population count data from 2015 to 2020 at the tract level  by race (from census table B03002) includes American Indian and Alaska Native alone: Not Hispanic or Latino in Census Tract 615.05,9/1/2022 12:17,9/1/2022 12:52,
acs5,5,2015,2020,FALSE,from acs table,tract,GEOID,6075061506,Census Tract 615.06,race,American Indian and Alaska Native alone: Not Hispanic or Latino,0,120,population count,0,7.902735562,13,,TRUE,13,-13,B03002,5,Estimate!!Total:!!Not Hispanic or Latino!!American Indian and Alaska Native alone,HISPANIC OR LATINO ORIGIN BY RACE,N/A,acs5 population count data from 2015 to 2020 at the tract level  by race (from census table B03002),from census table B03002,acs5 population count data from 2015 to 2020 at the tract level  by race (from census table B03002) includes American Indian and Alaska Native alone: Not Hispanic or Latino in Census Tract 615.06,9/1/2022 12:17,9/1/2022 12:52,
acs5,5,2015,2020,FALSE,from acs table,tract,GEOID,6075061507,Census Tract 615.07,race,American Indian and Alaska Native alone: Not Hispanic or Latino,0,120,population count,0,7.902735562,13,,TRUE,13,-13,B03002,5,Estimate!!Total:!!Not Hispanic or Latino!!American Indian and Alaska Native alone,HISPANIC OR LATINO ORIGIN BY RACE,N/A,acs5 population count data from 2015 to 2020 at the tract level  by race (from census table B03002),from census table B03002,acs5 population count data from 2015 to 2020 at the tract level  by race (from census table B03002) includes American Indian and Alaska Native alone: Not Hispanic or Latino in Census Tract 615.07,9/1/2022 12:17,9/1/2022 12:52,
acs5,5,2015,2020,FALSE,from acs table,tract,GEOID,6075061508,Census Tract 615.08,race,American Indian and Alaska Native alone: Not Hispanic or Latino,0,120,population count,0,7.902735562,13,,TRUE,13,-13,B03002,5,Estimate!!Total:!!Not Hispanic or Latino!!American Indian and Alaska Native alone,HISPANIC OR LATINO ORIGIN BY RACE,N/A,acs5 population count data from 2015 to 2020 at the tract level  by race (from census table B03002),from census table B03002,acs5 population count data from 2015 to 2020 at the tract level  by race (from census table B03002) includes American Indian and Alaska Native alone: Not Hispanic or Latino in Census Tract 615.08,9/1/2022 12:17,9/1/2022 12:52,
acs5,5,2015,2020,FALSE,from acs table,tract,GEOID,6075980200,Census Tract 9802,race,American Indian and Alaska Native alone: Not Hispanic or Latino,0,120,population count,0,7.902735562,13,,TRUE,13,-13,B03002,5,Estimate!!Total:!!Not Hispanic or Latino!!American Indian and Alaska Native alone,HISPANIC OR LATINO ORIGIN BY RACE,N/A,acs5 population count data from 2015 to 2020 at the tract level  by race (from census table B03002),from census table B03002,acs5 population count data from 2015 to 2020 at the tract level  by race (from census table B03002) includes American Indian and Alaska Native alone: Not Hispanic or Latino in Census Tract 9802,9/1/2022 12:17,9/1/2022 12:52,
acs5,5,2015,2020,FALSE,from acs table,tract,GEOID,6075980300,Census Tract 9803,race,American Indian and Alaska Native alone: Not Hispanic or Latino,0,120,population count,0,7.902735562,13,,TRUE,13,-13,B03002,5,Estimate!!Total:!!Not Hispanic or Latino!!American Indian and Alaska Native alone,HISPANIC OR LATINO ORIGIN BY RACE,N/A,acs5 population count data from 2015 to 2020 at the tract level  by race (from census table B03002),from census table B03002,acs5 population count data from 2015 to 2020 at the tract level  by race (from census table B03002) includes American Indian and Alaska Native alone: Not Hispanic or Latino in Census Tract 9803,9/1/2022 12:17,9/1/2022 12:52,
acs5,5,2015,2020,FALSE,from acs table,tract,GEOID,6075980401,Census Tract 9804.01,race,American Indian and Alaska Native alone: Not Hispanic or Latino,0,120,population count,0,7.902735562,13,,TRUE,13,-13,B03002,5,Estimate!!Total:!!Not Hispanic or Latino!!American Indian and Alaska Native alone,HISPANIC OR LATINO ORIGIN BY RACE,N/A,acs5 population count data from 2015 to 2020 at the tract level  by race (from census table B03002),from census table B03002,acs5 population count data from 2015 to 2020 at the tract level  by race (from census table B03002) includes American Indian and Alaska Native alone: Not Hispanic or Latino in Census Tract 9804.01,9/1/2022 12:17,9/1/2022 12:52,
acs5,5,2015,2020,FALSE,from acs table,tract,GEOID,6075980501,Census Tract 9805.01,race,American Indian and Alaska Native alone: Not Hispanic or Latino,0,120,population count,0,7.902735562,13,,TRUE,13,-13,B03002,5,Estimate!!Total:!!Not Hispanic or Latino!!American Indian and Alaska Native alone,HISPANIC OR LATINO ORIGIN BY RACE,N/A,acs5 population count data from 2015 to 2020 at the tract level  by race (from census table B03002),from census table B03002,acs5 population count data from 2015 to 2020 at the tract level  by race (from census table B03002) includes American Indian and Alaska Native alone: Not Hispanic or Latino in Census Tract 9805.01,9/1/2022 12:17,9/1/2022 12:52,
